@relation document_classify
@attribute class {technology, education, healthy}
@attribute keyword string
@data
education,'biếu, chứng_từ, công_tác_phí, dân_chủ_hóa, khung_giá, truyển, trịnh_xuân_thắng, xé_rào, công_xã, dân_tộc_thiểu_số'
education,'chính_trường, cnxh, con_ngươi, cung_trí, công_ty_trách_nhiệm_hữu_hạn, dịch_bệnh, giá_thành, hàng_hoá, hình_thù, khơi_gợi'
education,'hà_lan_báo, học_việc, maastricht, nikkei, npo, nông-lâmb, sê, trường_quản, ý, gio'
education,'apaie, báo_giáo, chuỗi, các_ban, cộng_tác_viên, do_ban_nghiên, dự_toán, event, giao_ban, hoàng_sơn_công'
education,'buông_lơi, cha_anh, chia_xẻ, chínhs, chứa_chan, dân_quân, halloween, hoá_trang, khai_quốc_công_thần, khoa_lịch'
education,'1/6/1955, 29q/m, chùa, căn_dặn, cố_đô, gò_ép, khai_trường, khải_hoàn_môn, la_mã, lí_luận'
education,'ban_tặng, báo_lao, c_toán, chuyên_ban, chuyên_môn_hóa, chế_tạo_máy, công_đoạn, cương_tỏa, cưỡi_ngựa_xem_hoa, cảnh_cáo'
education,'bảo_dưỡng, duy_tu, khai_phóng, magna_charta_universitatum_bologna, nên_chăng, phương_tiện_thông_tin_đại_chúng, thu_hồi, trói_buộc, trường_sở, tài_phụ'
healthy,'acetaminophen, amoxiclillin, augmentin, azithromycin, british_dental_journal, colorado, ho_khan, ibuprofen, jeffrey_linder, jenkins'
healthy,'bình_bát, bí_đao, capsaici, capsaicin, glucan, inalpha, lycopene, lấp, phytochemicals, socola'
healthy,'albany, biphenyls, cancer_epidemiology, caramel, cọ, david_carpenter, diacetyl, dần, ewg, màng_tế_bào'
healthy,'botox, bóc, bút, bút_chì, dọn, gãi, gò_má, len_lỏi, mút, nghiến'
healthy,'chứng_thực, cân_bằng, khủng_khiếp, tỉnh_giấc, buồn_ngủ, báo_hiệu, clonazepam, co_kéo, cường_giáp, cửa_sổ'
healthy,'asean, bình_ổn, diễn_giả, foods, functional, genistein, hoàng_khánh_toàn, hàng_xách, hành_xử, hóa_dược'
healthy,'adenosine, giải_nhiệt, gõ, nhâm_nhi, taurine, từ_bỏ, viết_tay, xử_lí, cafein, củng_cố'
healthy,'canada, chống_chọi, cây_trồng, dấy, hiểu_biết, khảo_nghiệm, lai_tạo, lê_huy_hàm, nguyễn_lân_dũng, phòng_thí_nghiệm'
healthy,'clinical, clinical_endocrinology, d_uv, experimental, hàng_hàng, hòa_nhịp, ngồi_các, quanh_quẩn, qun, say_sưa'
healthy,'bánh_rán, danh_tiếng, dưa_đỏ, gà_tây, hủy_diệt, kẹo_mặc, phân_định, siro, thăn, đều'
healthy,'aspirin_đôi, atisô, bênh, băm, d_điều, ly/ngày, phút/ngày, phẩn, polyp, động_mạch_vành'
healthy,'b7, chói, chạy_đua, crisco, cấp_độ, gàu, không_khí, kinh_hoàng, lactic, lanolin'
healthy,'1h30, 6-12, chiều_tối, clb, cotton, giứ, kaki, may_ô, múi, ngày/tuần'
healthy,'bastyr, bastyr_kenmore, bảo_tàng, bộ_dạng, bởi_clay, clay, cầu_thang, diedra, hẹn, jama'
healthy,'bunions, bunionsb, bóng_chuyền, c_e, chân_hàng, hammertoes, histamine, hiếu_khí, hiệu_ứng, lotion'
healthy,'choline, cá_kiếm, cá_kình, cá_mập, cấu_tạo, folate, quinoa, thụy_sĩ, toxoplasma, trứng_ngoài'
healthy,'bàn_tán, bỏ_ngoài_tai, bời, cannon, christan, christan_điều, christian, châm_chọc, chơi_đùa, chướng_ngại'
healthy,'ai_ngờ, bvtv, bvtv_tp, bán_lẻ, bình_bán, bắc_từ_liêm, bắt_gặp, bắt_mắt, bắt_đền, cam_hà_giang'
healthy,'bố_trí, chiến_dịch, chủ_trì, cấp_ủy, em_nguyễn_hữu_đức, gavi, hiện_trường, học_đường, hối_hận, jelil'
healthy,'., ghi_chép, hg, mmhg, mua_sắm, nhìn_chung, sổ_tay, cafein, mỡ_phần, nguy_hiểm'
healthy,'ascorbic, bha, biến_thể, butyl, bách_khoa, bách_khoa_hà_nội, clorin, cây_công_nghiệp, dioxit, ethanol'
healthy,'48kg, bàib, bánh_tráng, bắp_chân, bắp_tay, chinh_phục, chân_tình, chăm_lo, chị_em, con_bé'
healthy,'aerobic, arobic, bách_bộ, calory_như, cardio_cardio, chè_chén, cơm_gạo, cẩm_nang, dáng_vẻ, dầu_lạc'
healthy,'bao_bọc, biến_chất, bánh_chưng, bịch, bốc_hơi, chết_tươi, cá_cá, công_đoạn, giấy_báo, giấy_bạc'
healthy,'bao_biện, cuốc, cắm_đầu, dánh, ectomorph, hy_vọng, hyrdo, lipolysis, mesomorph_endomorph, một_ít'
healthy,'alcon_tobrex, bvmắt, bơt, cao_thắng, clorid, collydexa, dexa, do_viêm, neomycin, ngứa_mắt'
healthy,'androgen, b5, b8, b9, bepanthen, bãb, bít_tất, chốc, corbière, corticoid'
healthy,'bánh_răng, bôi_trơn, bản_lề, chất_liệu, cơ_khí, củi, dao_cạo, dây_xích, dầu_tẩy, gỗ'
healthy,'amiđan, biến_động, helicobacter_pylori, hắt_xì_hơi, khí_hậu, thú_vật, bụi_bặm, cây_cỏ, giao_thoa, hà_đỗ'
healthy,'celery, gout, gút, hodgkin, hoàng_xuân_đại, inositol, lao_phổi, latin, magnesium, manitol'
healthy,'bựa, che_chở, gắng_sức, hàm_răng, khoảng_trống, lỗ_hổng, mảnh, nha_chu, thu_nga, xỉa'
healthy,'c_blue_dyes, chlorophenol, chế_xuất, colgate_toatal, dầu_mỏ, dầu_thô, florua, gây_mê, hiện_diện, hydrated'
healthy,'ban_ngành, bình_chọn, chăng, chứng_nhận, danh_hiệu, doanh_thu, gps, luật_pháp, lê_văn_truyền, lương_tâm'
healthy,'an_ủi, bình_phục, bất_kỳ, bệnh_ebola, cha/mẹb, công_gô, cảm_nhiễm, cộng_hòa, dân_chủ, giết_mổ'
healthy,'bele, công_dân, du_khách, ebola_tại, ebola_tờ_chinhphu, glaxo, gueckedou, guéckédou, jean-marie, khách_sạn'
healthy,'bdbv, bundibugyo, bệnh_streptococcus, creatinin, căn_nguyên, dát, ebolavirus, ebov, family, filoviridae'
healthy,'albica, alcaloit, ampicillin, antibiophilus, atropine, berberin, byosybtin, bệnh_cảnh, bệnh_rotavirus, candida'
healthy,'abces, achatian, angiostrongylus, bâ, bươu, c-39, cantonensis, chê, chẩm, cuba'
healthy,'banh, bi_bô, biểu_lộ, bye-bye, bàn_cãi, bánh_xe, bóng_đèn, bập_bẹ, bỏ_dở, bối_cảnh'
healthy,'aedes, aegypti, ban_ngày, bắc_tây_nguyên, che_kín, chiều_tà, chạn, chứa_đựng, d1, d4'
healthy,'arsenic, asen, bỉ, chi_tiêu, chữa_chạy, di_động, het_laatste_nieuws, mg/lít, nik_van_larenbeke, quầy'
healthy,'chuyển_hoá, hương_liệu, lipit, nghén, nhánh, nước_cốt, pectic, suy_sụp, thìa_là, в'
healthy,'bình_luận, chuyên_ngành, chưa, diễn_đàn, dám, khuân, khí_công, lít/ngày, lịm, miễn_nhiễm'
healthy,'chướng_khí, hao_hụt, hàm_chứa, ngụm, rất, sai_lầm, sầu_riêng, sự_thật, tanin, thất_thoát'
healthy,'ba_ba, bách_hợp, bánh_bao, bản_thảo, bồ_câu, bồi_bổ, chim_cút, chè_hạt, chí_khí, chất_vô_cơ'
healthy,'b3, bina, cam_một, chiến_sĩ, húng_quế, mayonnaise, nước_da, nộm, rau_diếp, thuộc_tính'
healthy,'aronthron, bắc_bộ, carinotetraodon, chelonodon, chích, cá_nóc, cối, cửa_sông, cửu_long, dạng_hình'
healthy,'dung_nạp, hội_dinh, lê_thị_bạch_mai, mộtthực, mứctiêu, nga_ilya_metchnikoff, nguyễn_văn_hoan, nguồn_vinamilk, pháp_châu_âu, phó_giáo_sư_tiến_sỹ_đào_ngọc_diễn'
healthy,'bà_mẹ, bạch_mai_infonet, chị_nuôi, con_nhỏ, corticord, cầu_cứu, dặn_dò, gđ, hôm_qua, morbillivirus_paramyxoviridae'
healthy,'alzheimer_từ, bạch_truật, carbonhydrate, chàm, hến, khúc, miligram, mở_miệng, nước_lợ, riboflavin'
healthy,'bernstein, braxton, chụi, hicks, hành_kinh, mệt_mỏi, nicole_ruddock, peter_bernstein, phạm_liễu, sản_giật'
healthy,'bạch_tuộc, caramen, chanh_ít, cô-la, dừa_tuy, epinefrin, gluten, lactase, lạc_một, mề_đay'
healthy,'18ngày, 40oc, 5oc, dịch_tễ_học, giao_thông, hai_bà_trưng, hemophilus_influenzae, hoàn_kiếm, huỳnh_trọng_dân, koplik'
healthy,'bánh_canh, cá_chép, cá_lóc, cẩm_nga, cổ_trướng, hủ_tiếu, kho_tàu, kho_tộ, mít, mải'
healthy,'bàn_thờ, bánh_gio, bí_mật, cam_chịu, chùa, cá_mè, cầu_xin, dân_tộc, dân_việt, dòng_tộc'
healthy,'baron, beta-cryptoxanthin, dialyl, dầu_bạc_hà, james_duke, manchester, naproxen, oklahoma, phần_nào, quất'
healthy,'ara…, chung_quy_lại, hoa_kì, hoàng_nga, lê_thị_hải, nguầy, ngọc_thanh, phó_viện_trưởng, quang_trung, tặc_lưỡi'
healthy,'chiêu, chân_tay, chèn_ép, chườm, cành, công_văn, cúi, cẩu, cỏ_xước, dâu_tằm'
healthy,'dâm_bụt, giai_điệu, infonet_theo, phạm_minh, thiền_yoga, xe_đạp, áp_huyết, bơi_lội, nicotin, phytochemical'
healthy,'can-xi, media_hiện, nguyễn_thị_thu_hậu, vnmedia, đối_với, kén, nhi_đồng, phốt-pho, rèn_luyện, xen_kẽ'
healthy,'amygdala, bám_víu, bán_cầu, bán_cầu_não, bí_ẩn, bản_đồ, callosum, corpus, cảm_tính, cầu_nối'
healthy,'20gam/ngày, ban_tặng, bộ_máy, chín_tới, chổi, gạo_lức, hoa_lý, hoà_tan, kcal, kinh_giới'
healthy,'adhd, b_cả_vitamin, c_được, d_một, e_vitamin, healthy_panda, k1, kẽm_ba, magiê_magiê, phát_hành'
healthy,'bioflavonoids, cẳng_chân, health_panda, mao_mạch, miêu_tả, màu_da, prednisolone, prednisone, rò_rỉ, rộp'
healthy,'aaa, biến_tấu, bài_học, cacao, daiwa, farm, farm_love, gia_đình_nông_dân_siêu_phàm, idp, kerry'
healthy,'abu_dhabi, alu/alu, arab, bề_dày, chuâ, chắt_lọc, cp, công_ty_cổ_phần, dubai, glp'
healthy,'aids, bản_năng, bộc_bạch, cứu_viện, giành_giật, h_phòng_cấp, hippocrates, hivsẽ, huy_động, hưng_yên'
healthy,'alpha-lactalbumin, alpha-linolenic, axít, bb-12, bb12, bifidobacteria, bifidobacterium, chi_hội, chris_hansen, colostrum'
healthy,'ban_ơn, cnn, các_trung, công_nghệ_thông_tin, cửa_khẩu, giao_ban, giải_đáp, góp_ý, hành_khách, hòm_thư'
healthy,'bán_sơn_địa, bình_minh, bò_sát, chuồng, chuồng_trại, chăn_nuôi, chập_tối, culex, cư_ngụ, cống_rãnh'
healthy,'angelina_jolie, apc, brca1, brca2, gen_vinmec, lê_thị_thanh_hương, minh_tinh, sàng_lọc, then_chốt, trung_tâm_công'
healthy,'bầng, calci, calcium, canxipro, ngành_hàng, người_việt_nam, nước_lớn, thủy_phân, tuô, táo_bón'
healthy,'adm, cá_cơm, giảm_cholesterol, lê_thanh_hòa, lượng_vitamin, megie, sure_prevent_công, sure_prevent_vitamin, sữa_việt_nam, uống_sure_prevent'
healthy,'alternative, arizona, boston, brigham, bùng_nổ, complementary_medicine, cẩn_thận, d_vitamin, denise_millstine, estrogen_đậu'
healthy,'adn, an_ninh, buôn_lậu, charles, chấn_động, chứng_kiến, công_chúng, cận_cảnh, cứu_hộ, dự_án_giải_cứu_tê_giác'
healthy,'bún, bột_ngọt, canh/súp, chiên/rán, dấm, ec/scf, giả_thiết, glutamate, hàng_rào, hồi_hộp'
healthy,'10ml, bàng_cẩm, bán_hạ, bí_rợ, chi_tử, cáu_gắt, cúc_hoa, gai, hoàng_cầm, hoàng_đản'
healthy,'bài_toán, chi_phí, chủ_chương, cung_ứng, cổng_thông, dự_trù, kohei_toda, loại_hình, nguyễn_văn_cường, nguyễn_đắc_phu'
healthy,'bàn_ghế, bỏ_bê, cau_có, chiến_thắng, chình, chăm_chút, chọn_lựa, cãi_vã, công_viên, dạng_thức'
healthy,'abcnews, brussels, bánh_sandwich, catechin, curcumin, cynthia_sass, cặp, egcg, extra, free_radical_biology_medicine'
healthy,'bàn_luận, chuyển_dạ, cá_rô_phi, giăm_bông, listeriosis, pate, sành, thụ_thai, viatamin, beta-carotene'
healthy,'asbestos, cvd, cải_tiến, hình_dung, lập_luận, ngưng_trệ, đột_qụy, bệnh_sử, lười, nhân_tố'
healthy,'behavior, brad, bushman, bóp_méo, california_san_francisco, calyton, cbt, cdc, cedars-sinai, chuột_đồng'
healthy,'bend, bow, bridge, cobra, cobra_stretch, cơ_học, dịch_chuyển, forward, gym, hóp'
healthy,'andrew_varga, carl_bazil, erik_st, giao_tế, john_winkelman, khoa_động, khắp_nơi, langone, massachusetts, nhiễu_loạn'
healthy,'bọt_biển, chế_ngự, công_chức, cười_cười, cửa_nhà, duỗib, feet, giày_dép, giây_lát, hang_ổ'
healthy,'biến_cố, bệnh_tình, chi_phối, chuyển_hướng, lí_giải, mẹ_tròn_con_vuông, nhiễm_sắc_thể, vượt_cạn, định_nghĩa, bắt_buộc'
healthy,'cư_xử, cảm_tình, kể_lể, lôi_cuốn, ngại_ngùng, nước_hoa, quen_biết, thiện_chí, thiện_cảm, trọng_tâm'
healthy,'cớ, gầy, h1n1, màng_nhĩ, máu_cam, ngoáy, ngửa, nsaid, ráy, thính_lực'
healthy,'báo_chính, chyển, chúc_mừng, cẩm_thủy, cẩm_yên, cẩm_yên_bệnh, giao_tuyến, giám_định, giường_bệnh, học_hành'
healthy,'bạch_huyết, bụng_dưới, iarc, khó_khăn, sách_báo, u_nang, xâm_lấn, báo_hiệu, bầm, bệnh_bạch_cầu'
healthy,'biểu_diễn, breus, co_giãn, cơ_thắt, diet_plan, evanston, hypnic, hậu_môn, hủy_bỏ, jerk'
healthy,'chuối_chuối, chàng, cá_bơn, cá_mòi, cá_trích, flavanol, gừng_các, leslie_bonci, leucine, lutein'
healthy,'baking, bào_mòn, cam_thảo, cơ_vòng, cải_bắp, hci, hydrochloric, hàng_họ, kẽm_carnosine, kẽm_carnosine_đây'
healthy,'citric, cocktail, general_dentistry, methamphetamine, minnesota, nổi_loạn, texas, thần_kinh_ngoại_biên, trí_óc, tín_đồ'
healthy,'bọng, cho_dù, cảm_hứng, dạo, email, giận_dữ, hận_thù, kiềm_chế, nhận_thức, norepinephrine'
healthy,'alzheimer_những, cytokine, cươngb, cạn_kiệt, huffington_post, khổ, qúa, rối_loạn_chức_năng, tại_singapore, u_xơ'
healthy,'chống_đỡ, co_ro, công_suất, dẫn_nhiệt, greenway, hiện_tại, khí_tượng_thủy_văn, loren_greenway, làm_quen, ngủ_đông'
healthy,'bướu_cổ, chiều_chiều, chấtcó, chặng, con_gái, cua_đồng, dung_môi, g/ngày, hàu, kiêng_khem'
healthy,'chia_tay, chu_trình, cướp, giáng, gắt_gỏng, hoảng_loạn, kìm, kìm_kẹp, mê_mệt, nguôi'
