@relation document_classify
@attribute class {technology, education, healthy}
@attribute keyword string
@data
education,'bạt_ngàn, bột, cơm_gạo, hỡi, kiểm_nghiệm, linh_kiến_thụy, mọt, ngáo_ộp, ngữ_liệu, nhú, nhưng_thảo_thảo, nhận_xét, sữa, thảo_thảo, thế_thần, thợ_săn, tài_trí, đồng_thanh, bao_bố, bay_bổng'
education,'canada_ireland, các_câu, các_văn, hội_chợ, ii/2016, mông_cổ, mỗi_câu, phoenix_kontact_cộng, quan_hệ_sản_xuất, văn_đình_ưng, vũ_đức_đam_hội, đại_sứ_quán, động-thương, đức_cộng, học_chế, séc, thỏa_thuận, triển_lãm, ireland, khu_đô_thị'
education,'a_nation, american_historical_association_blog, asp, bbc, bbs, bowdoin, bắc_mỹ_châu_âu, canadian, cathy_gorn, chú_thích, connecticut, education_world, flunk, history, history_education, history_test, ipsos_news_center, ipsos_toronto, khoa_học_cơ_bản, khoa_sử'
education,'accepted_credentials, brazil, bắc_kinh_đại, cape_town, châu_âu_mỹ_la, cnbc, enem, exam, follow, giúp_ích, higher_education_adminiistration, hkale, hkcee, hkdsse, hollidaykatie, huahin, issue_no, jamb, jhefe, joint_admision'
education,'abitur, alberta, american_college_test, bagrut, caf, cambriger, canada_york, central_admissions_office, ceu-di-lân/ceu-di-lân, chứng_tốt, college_board, colleges_admission_service, di-lân, duke, gpa, leaving_certificate, manchester, mỹ_harvard, n/nămb, na_uy'
education,'ananiadou_claro, anderson, bryderup, challenges, charlotte, chicago, chấp_thuận, clinton, communication_technology, confronting, continuum, cross-national, denmark, dewey, erstad, expanded, foundation, heath, howe, ict-use'
education,'biến_dạng, chiến_thuật, chùi, chạy_đua_vũ_trang, chắp_nối, chế_tài, chỉnh_đốn, cây_cảnh, cường_độ, cầm_chừng, dọn_dẹp, giấy_vệ_sinh, kể_nghị, kịch_nghệ, lạm_thu, lấn_át, máy_lạnh, mốt, mở_mặt_mở_mày, nghe_nhìn'
education,'american_association, assessing, atcs_eu, atcs_naep, by, bình_diện, contributing, cải_biên, department, educational_communications, en_gauge, european_journal, formative, mclaughlin, màn_hình, national_educational_technology_plan, nets/iste, ngừoi, nhung, powered'
education,'băt, chính_thể, cờ_đỏ_sao_vàng, dân_nghèo, hà_nội_quang_trung, hòa_tan, hòa_thượng, loài_người, ngoại_bang, nguyễn_thị_côi, ngã_tư_sở, thích_quảng_đức, thạt, treo_cổ, từ_cách, tự_tử, vớ_bở, đuốc, bởi_vì, chuông'
education,'a_european_reference, acquiring, analysis, apple_computer_inc, behalf, bellanca, binkley, books, capitalism, case, century_skills, century_skills_project, cerc, cisco, cisco_systems, comparative, comparative_education_research_centre, comparing, competency, computers'
education,'biên_cương, bom_đạn, bành_trướng, bôi_nhọ, bộ_binh, chiến_tranh_giải_phóng, chiến_trường, chuyên_trách, chất_độc_màu_da_cam, chẳng_lẽ, chứng_tích, cuộc_chiến, giam_giữ, gian_truân, giám_định, gìn_giữ, hi_sinh, hiện_hữu, hoàng_sa_trung_quốc, huy_chương'
education,'biến_chất, buông_lỏng, bốc_thăm, luật_hình, luật_tố, may_rủi, một_cách, nông_nghiệp_việt_nam, nương_nhẹ, quyết_toán, thoái_hóa, thượng_tầng, tụng, vét, xin-chob, xử_phạt, đh…, đt”, đánh_trống_bỏ_dùi, bao_che'
education,'cãi_vã, khinh_rẻ, kẽ, nguy_hiểm, nguyên_mẫu, nọ_kia, đh”, buôn_bán, cưỡng_bức, giải_tỏa, lùi, sĩ_diện, đồng_loại, ba-kia, cac-truong-mang-ten-bac-tien-hien, chân_tay, chăm_sóc, cổ_phần_hóa, hoa-thom, học_vị'
education,'a4, bằng_luật, bổ_túc, chu_cẩm_thơ, chuột, chế_hóa, chủ_quan, duy_ý_chí, dào, dệt_may_hà_nội, dệt_may_việt_nam, hict, khoa_toán, một_đảng, nguyền, sào, thanhnien, thủ_đô, toà_soạn, toán-tin'
education,'bâc, bênh_vực, bụt, chowng, các_vật, cụm_từ, cứu_tinh, gíc, hoành, hài_hước, họa_sĩ, không_bà, kì_công, mô_hình_hóa, nguyễn_như, người_lớn, ngụ_ngôn, ngữ_cảnh, phù_thuỷ, thiện_ý'
education,'bch_tw, biến_thiên, bôi_đen, bất_khả_xâm_phạm, bắn, bố_con, chia_rẽ, chiến_công, chung_đúc, chính_chính, chúc_mừng, chăm_pa_chúa_nguyễn, chỗ_đứng, cố_tổng, diễn_ca, dặn_dò, games, gian_lao, gông_cùm, hoang_mang'
education,'biển_nha_trang, bà_mẹ, bé_ngân, bắt_bẻ, bể_bơi, bể_phốt, chưng_hửng, chịu_đựng, chớp_mắt, cò_kè, cầu_xin, dìm, dò_xét, dĩ_hòa_vi_quý, ghen_ghét, ghen_tị, ghen_tức, giải_nghĩa, gà_ri, gợi_tả'
education,'băng_cô, băng_cốc, c/ca, china, citizenship, competencies, critical, domains, entreprênu, eri-net, global, identity, innovative, interpersonal, intrapersonal, khơe, malaisia, phillipin, sar, thinking'
education,'bùi_văn_ga, cùng, cầu_an, gỡ_rối, hòa_nhập, hôn_nhân, họchàng, họcngoài, kỳ_thị, nép, thương_mại_hóa, tự_cấp, điện_ảnh, chức_quyền, lợi_tức, nguyễn_minh_thuyết, ngọc_quang, nhập_trường, sân_khấu, thủy_sản'
education,'asianweek, bí_mật, bỏ_cuộc, chảy_máu, giáp_hạt, hoàng_văn_châu_hiệu, imperial_college_london, kaist, lập_pháp, ngô_thế_chi, sát_nhập, thayb, the_economist, toàn_quyền, tết_chính, đh_qg_tp, đhqg, 05/2005q-cp/m, bánh_chưng, bầu_chọn'
education,'arhentina, biến_cố, bán_đảo, bước_nhảy_vọt, bắc_triều, bề_ngoài, caat, cegep, chuyển_hướng, chỉ_california, chống_đối, collges, community_colleges, costumized, cuổi, cấm_đoán, doạn, fachhochschule, folkhischool, futher/advanced'
education,'anh_hùng, bản_ngã, bắt_gặp, bờm_xơm, chum, chung_khảo, chào_mào, chày, chèo_bẻo, chìm_lỉm, chình, chính_hữu, chít, chõng, chĩnh, chơi_bời, chạnh_lòng, chờn_vờn, chữ_nghĩa, cứu_vãn'
education,'adolfer_hitler, avant-gardistes, batilla, biến_hóa, choi, chế_định, chủ_nghĩa_cộng_sản, chủ_nghĩa_phát_xít, chủ_nghĩa_quốc_gia, chủ_đích, chủng_loại, communautaire, cấp_bậc, cầm_quyền, cần_lao, dòng_dõi, dẫn_giải, dị_đoan, ecole, hitle'
education,'bùi_trân_phương, che_đậy, chiêu_bài, chiếm_đoạt, chuyển_khoản, chxhcn, chối_bỏ, cổ_phần_hoá, họp_mặt, i-connect, lưu_văn_sủng, lạm_quyền, lục_đục, mệnh_giá, nguyễn_đệ, nhưng_phượng_tạo, nàynhằm, phù_văn_tuấn, phượng_trần_văn_tạo, phượng_tạo'
education,'bưu_điện, c220342, c320202, c320402, carnegie_mellon_university, cmu, cnkt, ctxd_cnkt_ctxd_dd_cn, d210403, d210404, d210405, d220201, d220209, d220213, d310401, d320104, d340101, d340103, d340107, d340109'
education,'bảo_lưu, cách_chức, giáng, hiệp_thương, luân_chuyển, luật_cán, miễn_nhiệm, phòng_nội, sông_hồng, thâm_niên, uỷ_ban_nhân_dân, xuất_phát_điểm, động_phòng, bnv, công_vụ, cơ_quan_chuyên_môn, nguyễn_dư, nội_vụ, số_ít, trường_mầm_non'
education,'bacalaureat, bảo_ban, bậc_sơ, bậc_tiểu, canh_nông, charater, cho_anh, chuyên_chính, chơi_đùa, chỉ_định, chủ_yếu, chữ_thầy_trả_thầy, classes, classique, conception, critique, culture_general, culture_intellectualite, cá_tính_hóa, cách_biệt'
education,'chiếm_đóng, chu_trình, chú_trọng, dự_liệu, giờ_tổ, hao_mòn, khuôn_mẫu, khóa_trình, kính_yêu, nhiệt_tâm, phiệp, quân_phiệt, trước_tiên, bìa, diễn_giải, gốc_rễ, kanazawa, khoảng_trống, mong_ước, mẻ'
education,'biologie, chào_đời, chân_đốt, chủng_tộc, di_truyền, dương_xỉ, dự_đại, dự_định, gd_đt, hoá_sinh, hệ_mầm, hệ_tiểu, học_thi, khoang, lý_hoá, lý_hóa_sinh, lý_quang_diệu, lưu_ban, mã_lai, nguyễn_lân_dũng'
education,'binh_lính, chùm, câu_kéo, cứu_thương, dồn, giao_dịch, hải_dương_hải_phòng, kinh_tế_học, kê_khai, lướt_sóng, lập_trình_viên, máy_tính_cá_nhân, mãn_nguyện, mơ_ước, nhân_mạng, nôi, nếu_bộ, rút-nộpb, sinh_mạng, thoi_thóp'
education,'khán_giả, lưy, nguyễn_ngọc_chu, sao_la, tuê, vi_ba, đua_tranh, bơm, nhuâ, phă, suâ, thuyê, ủ, bươ, dê, then, đài_truyền_hình, chô, suô, sy'
education,'buổi/ngày, bóng_đá, cầu_lông, dòng_tộc, gd_cơ_bản, hình_học, kèm_cặp, lớp_lớp, mặt_phẳng, nhảy_xa, năng_lượng, số_đại, sức_khoẻ, tc1, tc3, tiến_hoá, trôn_ốc, tuyến_tính, tuỳ_ý, xoáy'
education,'chuyển_phát, các_nhà, công_binh, d02, d04, hàng_không, hậu_cần, không_quân, lục_quân, miền_bắc, nam_bắc, ngô_quyền, nhóm_ưu, phi_công, phong_bì, quân_y, sĩ_quan, trung_quốc_quan, trường_sĩ, trần_đại_nghĩa'
education,'a3, bách_khoa_hồ_chí_minh, bưu_viễn, bạc_liêu_đợt, c00, cao_văn, chững, công_cộng, cũng_ông_xuân_anh, cảnh_sát, duy_tân_đại, dược_hà_nội, dự_phòng, giá_trị_sử_dụng, gs-ts, hoàng_minh_sơn, hàng_hải, hành_quốc, hồ_thanh_phong, hộ_sinh'
education,'bao_vây, bản_kéo, clip, cằm, di_chứng, e…, giằng_co, him_lam, hồ_chủ_tịch, hội_giáo, lê_lợi_lê_thái_tổ_nguyễn_huệ_quang_trung, lý_công_uẩn_lý_thái_tổ, lọt_lòng, mai_thúc_loan_mai_hắc_đế, mùa_xuân, nguyễn_du_quang_trung, ngán, nhập_vai, phát_lộ, răn_dạy'
education,'báo_giới, bệnh_tật, bổ_ngữ, chiếc, châm_chước, chấn_chỉnh, chẻ, cà_lăm, cá_mập, câu_đầu, công_kích, cảm_nhận, cốt_truyện, dát, dân_chài, dạng_thức, dắt_dây, giai_điệu, giáo_tài, hiểm_hoạ'
education,'assurance, bang_california, berkeley, bắc_kinh_thanh_hoa, california_state_university, csu, degree, do_nghị, dưới, efficiency, equity, fullerton, jani_zhu, lu_mờ, mỹ_trung_quốc, nòng_cốt, phụ_trương, quen_biết, shangai_jieotung_university, sjtu'
education,'14/2015q-cp/m, 29q-tw/29q-tw, 29q-tw/m, khuếch_đại, lâm_quan_thiệp, lê_quý_đôn, lập_thân, nghệp, nq29, profestional, sùng_bái, sơ_suất, thcs”, thpt”, thái_nguyên_đà_nẵng, thất_bại, thực_lực, trưng_cầu, tầng_bậc, xao_nhãng'
education,'ammattikorkeakoulu, ammattikoulu, applied, bí_quyết, comprehensive, core, các_tiểu, cònammattikorkeakoulu, educational_change, finland, finnish_lessons, general_secondary_school, helsinki, huyền_thoại, hội_đoàn, id=, igs, institute, kirjastot, kirjoitus'
education,'bùi_trân_phượng_trường_đại, bẳng, chế_độ_dân_chủ, câu_việt_nam, khai_sinh, khẳnh, láchb, lãi, lãi_suất, nhĩ_việt_nam, quyên_góp, quỹ_xã, quỹ_đại, thuế_thu_nhập, trái_phiếu, trần_phương, tư_nhân_hóa, tập_trung_dân_chủ, vụ_lợi, đhbd'
education,'14/2005q-cp/14/2005q-cp, bureaucratic, chỉ_hội, còn_hội, công_hội, cải_tổ, do_hội, governors, hierachical, hierarchical, kiêm_nhiệm, michigan, phần_đông, regents, regulation, stakeholders, thanh_lý, thoạt_đầu, thoả_thuận, tncshcm'
education,'ba_mươi, c_điê, chứ, giả, hoạ, hộ, hợ, i_chí, i_sả, i_thế, i_tên_và, khen_thưở, kỷ, luậ, m_vụ, n_hạ, n_thi_hà, n_điê, nh_chung, nh_và'
education,'bẩm, etcs, khó_khăn, lầng, lựạ, master_plan, ngànhđào, nành, outcome, thuẩn, thời_khóa_biểu, tiết/tuần, trì_hoãn, tôn_đức_thắng_chủ, tôn_đức_thắng_hội, việt_nam_có, vô_hiệu_hóa, đánh_đố, đơn_vị_học_trình, accountability'
education,'họat_động, nhiêm, q1, q3, qtl, qtl_q3, qũy, tiền_công, trở_lại, tếp, việt_pháp, việt_đức_việt_nhật, đòn_bẩy, đồng_bộ, chứng_tỏ, gíao, học_chế, khen_thưởng, lo_toan, phân_phối'
education,'abet, accreditation_board, aun, bio-rad, bio-trak, bảo_toàn, con_dấu, cuả, cybermetrics_lab, các_đại, cơ_ngơi, dna, dành_dụm, elisa, engineering, explainability, fspace, geldoc, hai_đại, hettich'
education,'chê_cười, chìa_khoá, cá_biệt, cậu_bé, dụng_cụ, hệ_tư_tưởng, học_giới, học_quan, lý_do, nay_ths, nguyễn_dương_kim_hảo, phương_linh, quay_cóp, thuyết_giảng, thắp, đầu_sách, bùi_thị_cần, coi_thường, cuốn_hút, minh_hoạ'
education,'a5, adamkhoo, ban_ơn, bỏ_rơi, chuyên_nguyễn_tất_thành, chúng_em, covey, doãn_kiến_lợi, hữu_dụng, khăn_gói, kỷ_lục, la_mắng, lê_thị_thanh_hà, mắt_thấy, mỹ_williamrthur_ward, nguyễn_bảo_ngọc, nguyễn_thị_hồng_phượng, người_mẹ, nhạc_viện, niền'
education,'bgdđt, bí_thư_đảng, bùi_anh_tuấn, bảo_kê, bồi_thường, chỉ_phó_thủ, do_giang, dứt_điểm, giang_bộ, giang_uỷ, hà_nội_đào_thị_thu_giang, hình_sự, khiếu_kiện, khiếu_nại, khiển_trách, khoa_kinh, khoa_tài_ngân, kiểm_điểm, kl109, linh_anh'
education,'classifying_national_education_programs, dẳng, luật_giaó, miễn_trừ, operation_manual_guideline, original, related, unessco-uis, văn_tiến, đun, đào_sâu, nhìn_chung, qualifications, quy_đổi, quôc, research, tham_vấn, trùng_lặp, chu_kỳ, european'
education,'chỉ_ban, giám_thị, huấn_luyện_viên, hội_tâm, kén_chọn, lương_thế_vinh, mackeno, mày_mò, mệnh_lệnh, nguyễn_tùng_lâm, quý_mến, tay_trái, thương_yêu, thủ_lĩnh, việcquan, với_đoàn, đủnăng, bánh_chưng, giới_tính, hiệu_phó'
education,'an_định, buốc, bình_thuận, bình_định, bòng_bong, bùi_bá_xương, bút_nghiên, bắc_kỳ, bồng_trung, bực_tức, cang, chác, con_cúi, cách_trở, căm_hờn, căm_thù, cầm_đầu, cần_giuộc, cần_vương, cật'
education,'anglo-saxon, batalova, becker, bôlônhơ, canađa_oxtrâylia, chi_nhánh, chân_tài, chấu, chịch, cầu_tài, darwin, douglass, dân_sinh, edelstein, gao, gia_hạn, giả_thuyết, giởi, giứ, gü'
education,'bàn_định, cám_ơn, công_hiệp, cũng_hiệp, hội_ý, nguyễn_đăng_khoa, như_vậy, tiếng_nói, trong_hiệp_phó_thủ, tầm_vóc, vipua, việc_hiệp, đôn_đốc, chánh_văn, chú_ý, cánh_tay, cẩ, lui, nguyễn_văn_nhã, nề_nếp'
education,'alicon_richard, arwu, caltech, châu_lục, forbes, fortune, havard, lomonoxop_nga, lọt_top, nga_putin, nga_top, nobel, qs-times, quacquarelli_symonds, siêu_sao, stars, sắc_lệnh, theohướng, thua_thiệt, thơm'
education,'asean_tpp, bao_biện, bước_đường, kinh_tế_tp, liên_doanh, loại_trừ, ngốn, phap, phía_bộ_giáo, phạm_vũ_luận_phó_thủ, sau_phó_thủ, tai_nạn, thâp, thỏa_hiệp, thứ_bậc, tuỳ_thuộc, việt_nam_đại, vừa_hiê, xây_dựng_cơ_bản, đan_xen'
education,'bánh_xe, báo_infonet, bận, bắt_mắt, chỉnh_lý, cua, dấu_phẩy, học”, hồ_ngọc_đại_trung, luật_xuất, nấc, nếu_giáo, quộc, rủ_lòng, sách_tiếng_việt, sức_lao_động, trong_giáo, trực_giác, tác_hại, tổng_biên_tập'
education,'baobacninh, baomoi, bảng_biểu, chế_phẩm, chủ_tài_khoản, chứng_nhận, comhieu-bat-ngo-thu-vi-tai-cuoc-thi-khkt-nam-2015/c/16122871/m, của, cứu_hỏa, dantri, diễn_viên, domoic_acid, epi, gdtrh, ghi_hình, giao_kết, hợp_chất, intel_việt_nam, isef, khoa_học_kĩ_thuật'
education,'15/2/2016, 2/1, bản_sao, bất_động_sản, d07, h , hồng_đức, môntoán, nam_cần_thơ, nguyễn_trãi, quay_phim, rịa_vũng_tàu, thủ_dầu_một, tài_kế, y_dược_cần_thơ, điện_công, đông_phương, đông_đô, đồng_nai, đồng_sông_cửu_long'
education,'austin, australia_new_zealand, azerbaijan, broward_college, broward_college_việt_nam, buôn_lậu, bàn_tán, băng_đảng, bệnh_dịch, chaos, chứng_thực, cây_cổ_thụ, cây_xanh, cạn_kiệt, cấy, ebola, florida, giếng, góp_nhặt, gửi_gắm'
education,'altbach, biệt_lập, bá_chủ, bất_bình_đẳng, bất_hòa, bắc_việt_nam, cai_trị, cannoy, carnoy, chíến, chủ_nghĩa_tư_bản, chừng_mực, cố_chấp, fulbright_viê, galtung, gats, george_mason, hoa_kỳ_việt_nam, interrnet, jamieson'
education,'bình_bầu, chuyên_quyền, chạy_chọt, hám_lợi, hải_đảo, non_yếu, nề_hà, nể_nang, nể_trọng, quan_trường, răn_đe, thành_bại, thấm_nhuần, thụt_lùi, toan_tính, trọng_bệnh, tư_lợi, đi_đôi, bàn_bạc, bởi_vì'
education,'bó_hẹp, data, di_dời, hà_nam, lưu_trữ, mắt_xích, nguyễn_thị_kim_phụng, quyền_vụ, toàn_văn, tán_thành, vov, điều_kiện_đủ, được_luật_trưng, base, biến_tướng, cơ_sở_dữ_liệu, dân_cư, gia_công, giảm_thiểu, hàm_lượng'
education,'chung_quanh, cán_sự, cảnh_việt_nam, cồng, khai_thông, massachusetts, một_phần_ba, ngắt, thồng, trần_đức_cảnh, tuyễn, điện_lạnh, cánh_tay, nấu_ăn, hoàn_tất, hội_họa, thăng_tiến, tiếp_nhận, bao_quát, bắc_âu'
education,'biến_mất, chìa_khóa, hoàng_ngọc_vinh, mặt_nước, một_chiều, như_thể, pathways, thcs_pv, thcs…, điều_chỉnh, giảm_thiểu, trình_bầy, tích_luỹ, đến_luật, chăng, coi_nhẹ, thích_ứng, tiền_đề, viện_khoa, đơn_giản_hóa'
education,'lê_văn_hảo, nguyễn_minh_khôi, nguyễn_phương_nga, phạm_thị_ly, quan_sát_viên, ưu-nhượcb, bóng_dáng, công_chứng, giao_thoa, viện_đào, định_kỳ, hiện_trường, hiện_trạng, khái_quát, nha_trang, vạch, am_hiểu, bài_bản, công_an, di_chuyển'
education,'công_nông_nghiệp, khởi_sắc, kinh_công, một_phần_tư, ngăn_ngừa, ngản, nhìn_xa_trông_rộng, phòng_ốc, quy_hàng, rơi_rụng, sốc, đuôi, ấn_định, chỉ_tiêu, công_thương, lấn_sân, mét_vuông, nới, phấn_khởi, số_ít'
education,'bàn_ghế, bình_chọn, bùi_mạnh_nhị, bạo_hành, bảo_mẫu, chánh_văn_phòng, chót, chọi, cột_sống, doãn_minh_đăng, hà_nội_đại, hâm_nóng, hữu_nghị, icrw, khởi_tố, lào_cai, lê_vinh_danh, lê_văn_lại, máy_in, mớm'
education,'bác_ái, bóc_lột, câu_phó_thủ, câu_thúc, danh_giá, day_dứt, ghi_chép, ivan_hannel, khởi_nghiệp, kích_hoạt, lê_công_triêm, nguyễn_sinh_cung, nxb_chính, nxb_giáo, nảy_nở, rên_xiết, start_up, ths_bùi_thị_cần, thành_duy, tony_buzan'
education,'ba_tơ, ca_thán, e-learning, ghi_điểm, làm_quen, lê_văn_lai, nguyễn_thị_lê_minh, phạm_xuân_tiến, thầy_ngô_văn_hải, trong_suốt, đánh_vật, chuyển_hóa, cỗ, giáo_sinh, gốc_rễ, họp_bàn, phó_giám, quyết_nghị, quảng_nam, quảng_ngãi'
education,'affodable_higher_education, công_tư, phí_phù_hợp, phí_thấp, qahe, triệu/năm, triệu/tháng, trường_công, trở_nghị, tây_âu, tín_dụng_cao, tín_dụng_thấp, quality, tý, bộ_mặt, chi_trả, thời_hạn, tín_dụng, tỷ_trọng, bắc_âu'
education,'bỏng, chủ_điểm, chữ_cái, chữ_việt, cách_âm, cơ_bắp, cấu_thành, học_mẫu, khoanh_vùng, kiên_trì, lẩn_tránh, mê_cung, mặt_chữ, mỗi_mẫu, một_công, một_cấu, một_tiếng_tiếng, nghỉ_hè, nguyên_âm, ngữa'
education,'chính_ngân, howard_gardner, hưởng_thụ, hạt_giống, khi_chương, như_dự, nhịp_điệu, nội_tâm, phạm_ngọc_định, piaget, vưgotsky, yêu_mến, đùng, đồng_bằng, bàn_bạc, colombia, dân_tộc_thiểu_số, gia_công, giảng_giải, lôgic'
education,'bàn_tính, chủ_nghĩa_thực_dân, giơnever, hoàng_phương, môi_trường_sinh_thái, mộy, nhưng_hiển, niên_đại, phép_biện_chứng, phó_vụ, quân_chủ, ta_lịch, triều_đại, xử_lí, đông_tây, đông_việt_nam, đỗ_ngọc_thống, gán_ghép, khảo_cổ, môn_sử'
education,'bchtw, bàn_thảo, bọc, chưa, con_lạc_cháu_hồng, cơ_sở_hạ_tầng, hoàngngọc, hànhb, hội_kinh, khuyếch, khẩn_trương, kiểm_kê, quyết_liệt, quyết_sách, thu_hẹp, đi_tắt, định_cư, cương_lĩnh, hoàng_ngọc_hòa, hành_tinh'
education,'a*, alevel, baccalaureate, bahasa_indonesia, bahasa_indonesia_tôn, bahasa_malaysia, bcg, boston_consulting, british_university_vietnam, catholics, ched, chương_đại, commission, công_danh, cấp_cao, cấp_phổ, cấp_đại, deped, dân_malaysia, dổi'
education,'19q-cp/m, biểu_lộ, chỉ_đạo, gdnn, luật_dân_sự, luật_gíao, nhóm_bộ, nq-19, níu_kéo, phân_tâm, tiềm_lực, tòan_diện, tại_nghị, đhcl, điểu, đọc_luật, công_ty_cổ_phần, kịp_thời, luật_doanh, nối_tiếp'
education,'academic_ranking, bao_hàm, bosnia_herzegovina, bản_tính, bảo_mật, chứng_cứ, công_ước, cường_quyền, cội_rễ, e_sợ, freedom, gánh_vác, khai_sáng, kiểm_duyệt, luật_tập, luật_đại, luật_định, lệ_thuộc, nguyễn_vũ_hoàng, quyền_năng'
education,'bưng_bít, bất_di_bất_dịch, bấy_lâu_nay, bỏ_phiếu, che_lấp, chính_trị_học, chế_độ_tư_hữu, chủ_tọa, chữ_dũng, dứt_khoát, fixisme, ghế_ngồi, giấu_giếm, gột_rửa, hiện_thời, hypocrite, hà_văn_tấn, hành_nghề, hư_cấu, hải_thượng_lãn_ông'
education,'ba_vì, bệnh_viện, bịt, bồn_cầu, cao_nguyên, con_bé, công_trình_phụ, giun_sán, giáo_dục_việt_nam, giúp_sức, hà_đông, hạng_mục, hậu_môn, khu_tập_thể, không_khí, kim_hoàng_hiệp, lhq, liên_hiệp_quốc, lây_nhiễm, lê_hoàng_hiệp'
education,'1đến, bậc_khung, bằng_ccao, bằng_cử, bằng_nghề, bằng_thạc, bằng_tiến, bằng_trung, chuyên_khoa, chứng_nghề, cấp_thiết, dự_tính, general_secondary_education, hợp_phần, isced-2011, isced2011, kiến_trúc_sư, lđ, mid-level, ngõ_cụt'
education,'alexandre, chung_sống, chắt_lọc, chủ-vị, chứng_bệnh, cung_cách, cánh_buồm, cú_pháp, cú_pháp_học, cảm_thụ, cầu_giấy, dolphin_plaza, gọt_giũa, hai_ba, hai_bà, hai_bà_trưng_hạ_lôi, hoàng_hưng, hành_hạ, hình_tượng, khấn'
education,'biến_dị, cam_ranh, chồng_lấn, chửa, chửi_thề, cơ_thể, cầu_thang, diện_mạo, dung_nạp, dính_dáng, ghẻ_lạnh, giam_hãm, giỏi, gầm, hội_hội, liệu_pháp, lối_thoát, lỗ_hổng, mặt_trái, ngoan'
education,'chiến_tranh_phá_hoại, công_tâm, cơ_duyên, huyện_ủy, hàmb, hòa_vang, hưng_yên, hợp_tác_xã, kiên_cường, luận_án, nguyên_viện, nguyễn_bá_thanh, ngày_hiến, nhờ_đảng, phó_bí, phú_thọ, phần_thưởng, thanh_chương, thời_bình, tinh_túy'
education,'ba_lan, ban_đêm, biệt_thự, bàn_thờ, bùi_anh_thồn, bắc_trung_nam, bếp, bịa, bốc_phét, cao_điểm, che_kín, chi_đoàn, chiếu_tướng, chuối, chăn_chiên, chưởng, cách_mạng_văn_hóa, cưới, cắm, cắp'
education,'academic/university, công_nghệ_cao, gọi_vốn, nước_rút, professsional, technological_education, thoả_mãn, vừa_hiệp, 05/2005q-cp/m, 14/2005q-cp/m, cát_cứ, công_nghiệp_hoá, trường_quy, vocational_secondary, động_chạm, dịch_chuyển, general_secondary, giả_định, hạch_toán, lê_viết_khuyến'
education,'bách_khoa_anh_hoàng_xuân_hiến, cam_đoan, chinh_chiến, chuyên_tâm, chóng_mặt, chăn_nuôi, chạy_ngược_chạy_xuôi, chằng, con_cái, cày_cuốc, các_hà_nội, còn_việt_nam, công_trạng, dao_mổ, dễ_xin_việc, fields, giấy_tờ, hậm_hực, hối_hận, không_sao_cả'
education,'beri, business_enviroment_risk_intelligence, hiện_đại_hoá, postsecondary_education, tw8, wb, x_xi, đạng, định_chuẩn, australia, ban_phát, công_nghiệp_hoá, dân_số, dây_chuyền, ilo, khủng_hoảng_kinh_tế, mass, tertiary_education, bật, bứt_phá'
education,'bùi_quang_tuyến, bùi_quang_tuyến_võ_đăng_bình, bỏ_ngỏ, chấtlà, cán_cân, cầu_viện, dẫn_chương_trình, hạn_định, nhòe, nội_lực, thành_hình, thừa_thiên_huế, tự_ái, võ_đăng_bình, ủy_thác, bắt_chước, chấp_nhận, thỏa_thuận, thứ_bảy, thứ_sáu'
education,'cấp_tiểu, dân_tộc_học, khôi_phục, khảo_cổ_học, lo_âu, lãnh_hải, lưu_hành, mặt_hội, quảng_ninh, thềm_lục_địa, tiếp_giáp, truy_nguyên, tự_cường, xóa_sổ, gán_ghép, hoan_nghênh, khoảng_trống, liên_ngành, nguyễn_tấn_dũng, quảng_ngãi'
education,'anh_ấy, bùi_đức_thụ, cao_sỹ_kiêm, chân_lý_tương_đối, cào, cờ_tướng, cụ_thể_hoá, dân_việt, fta, giao_phó, gián_đoạn, giải_cứu, giờ_giấc, gương_mặt, hoàng_văn_thái, icor, kiên_giang, kiểm_toán, kế_sách, kỉ_niệm'
education,'biếu, chứng_từ, công_tác_phí, dân_chủ_hóa, khung_giá, truyển, trịnh_xuân_thắng, xé_rào, công_xã, dân_tộc_thiểu_số, giữ_chân, hóa_đơn, nhập_trường, phép_tính, thước_đo, bù_đắp, bản_quyền, công_nhân_viên, công_suất, khống_chế'
education,'chính_trường, cnxh, con_ngươi, cung_trí, công_ty_trách_nhiệm_hữu_hạn, dịch_bệnh, giá_thành, hàng_hoá, hình_thù, khơi_gợi, kết_cấu_hạ_tầng, kỷ_cương, làng_đại, mặt_đất, nhất_trí, quyền_công_dân, sách_lược, tbcn_xhcn, thay_mặt, thiên_tai'
education,'hà_lan_báo, học_việc, maastricht, nikkei, npo, nông-lâmb, sê, trường_quản, ý, gio, kanazawa, nguyễn_quốc_vương, phiên, phă, sôi, săn, đương_nhiên, bươ, chăm_lo, dê'
education,'apaie, báo_giáo, chuỗi, các_ban, cộng_tác_viên, do_ban_nghiên, dự_toán, event, giao_ban, hoàng_sơn_công, jobfair, kh-dv, kết_nạp, lập_quỹ, nafsa, nam_văn, nckh, nguyễn_hải_long, phan_quang_trung, theo_dõi'
